date,iPhone,Vodacom,MTN,Telkom,Samsung,Huawei,Mobile app,Download,Gmail,Cell C
2020-01-02,42,63,42,61,31,52,0,32,42,19
2020-01-03,40,57,31,49,30,47,0,35,46,18
2020-01-04,41,40,24,39,27,42,0,37,36,15
2020-01-05,40,45,28,43,31,40,0,33,34,13
2020-01-06,41,54,36,66,29,38,2,33,68,21
2020-01-07,40,58,32,58,28,46,0,36,60,16
2020-01-08,37,53,29,51,31,40,0,27,47,18
2020-01-09,42,58,34,56,27,45,2,32,51,22
2020-01-10,40,52,31,50,31,45,3,28,53,18
2020-01-11,41,40,29,42,28,40,0,29,33,12
2020-01-12,40,42,23,39,30,39,2,35,29,12
2020-01-13,39,52,30,60,30,45,0,31,52,19
2020-01-14,39,52,34,56,31,38,2,30,53,22
2020-01-15,35,49,28,54,29,37,2,28,53,20
2020-01-16,36,51,28,62,25,37,2,28,56,17
2020-01-17,34,44,30,57,29,38,0,32,49,16
2020-01-18,38,46,27,46,33,41,0,35,28,15
2020-01-19,45,44,23,50,27,41,0,30,27,14
2020-01-20,35,53,29,59,30,40,0,30,56,17
2020-01-21,36,54,32,57,29,39,2,32,64,19
2020-01-22,40,50,31,57,27,44,0,28,60,15
2020-01-23,38,49,33,52,28,38,2,31,57,19
2020-01-24,41,46,29,51,31,39,4,39,55,15
2020-01-25,39,44,27,43,32,47,0,38,31,15
2020-01-26,45,40,24,43,26,41,0,34,25,13
2020-01-27,35,47,32,54,29,40,0,30,53,19
2020-01-28,34,48,29,55,29,44,0,34,64,18
2020-01-29,37,48,26,50,24,39,0,31,60,17
2020-01-30,34,47,30,49,27,42,2,30,58,19
2020-01-31,34,50,33,53,28,43,0,32,52,19
2020-02-01,41,48,33,48,25,46,0,40,34,20
2020-02-02,43,43,27,48,30,40,3,32,26,13
2020-02-03,38,53,36,56,29,43,2,35,61,18
2020-02-04,34,48,31,51,30,41,0,27,58,16
2020-02-05,34,47,27,47,29,42,0,31,75,14
2020-02-06,37,51,29,51,29,39,0,30,77,18
2020-02-07,36,57,29,80,29,43,0,32,57,19
2020-02-08,46,49,27,47,34,48,0,36,28,17
2020-02-09,41,43,23,44,27,42,0,38,29,15
2020-02-10,39,51,30,52,30,43,0,33,57,16
2020-02-11,37,56,32,52,35,38,2,32,58,17
2020-02-12,38,52,35,52,44,43,2,27,55,16
2020-02-13,37,48,29,45,36,44,0,33,58,16
2020-02-14,33,49,28,40,33,43,2,32,52,15
2020-02-15,42,48,34,46,40,45,0,33,31,15
2020-02-16,47,40,27,40,35,44,0,30,25,12
2020-02-17,39,49,29,50,34,44,0,27,57,18
2020-02-18,38,55,27,46,37,42,0,30,57,16
2020-02-19,33,47,29,49,37,38,0,32,59,16
2020-02-20,37,50,29,55,40,35,0,26,55,18
2020-02-21,36,45,26,45,46,43,0,31,51,17
2020-02-22,41,43,27,42,39,47,2,32,28,16
2020-02-23,46,43,29,45,41,46,0,31,29,13
2020-02-24,36,52,31,55,32,43,2,27,55,17
2020-02-25,34,47,28,62,35,46,2,30,54,18
2020-02-26,35,47,31,58,33,44,0,29,55,16
2020-02-27,35,49,33,53,33,43,2,28,55,16
2020-02-28,38,49,30,53,36,46,2,29,48,15
2020-02-29,44,46,27,48,36,42,0,37,31,16
2020-03-01,43,51,28,52,33,42,0,38,26,15
2020-03-02,38,58,35,55,31,43,0,30,52,19
2020-03-03,37,55,30,49,31,42,0,31,52,16
2020-03-04,38,54,29,50,31,47,2,27,52,15
2020-03-05,35,55,28,47,32,45,0,31,49,16
2020-03-06,35,52,25,45,33,47,0,34,48,18
2020-03-07,41,42,23,40,33,41,2,30,22,14
2020-03-08,41,40,24,40,30,41,0,34,27,14
2020-03-09,36,52,32,52,35,42,2,30,56,22
2020-03-10,35,60,29,50,31,43,0,28,52,17
2020-03-11,34,55,29,44,30,41,2,31,49,18
2020-03-12,31,47,31,45,29,45,0,24,53,17
2020-03-13,34,44,28,48,28,45,0,27,47,13
2020-03-14,43,47,27,44,45,45,3,34,29,17
2020-03-15,41,39,23,35,33,39,0,29,22,13
2020-03-16,33,47,27,52,27,39,2,30,51,17
2020-03-17,33,52,33,62,29,41,0,34,49,18
2020-03-18,36,55,29,59,32,46,0,34,47,18
2020-03-19,39,53,30,63,30,45,0,34,48,17
2020-03-20,34,59,43,76,32,45,2,37,44,18
2020-03-21,38,52,32,56,35,43,3,38,25,17
2020-03-22,37,45,31,57,31,43,2,37,22,12
2020-03-23,30,51,33,71,25,40,2,35,45,22
2020-03-24,30,79,39,98,30,41,0,42,43,24
2020-03-25,36,68,40,100,30,37,2,45,43,27
2020-03-26,32,66,39,98,28,42,0,49,46,23
2020-03-27,32,61,45,92,31,49,2,53,35,20
2020-03-28,34,52,32,69,28,48,2,46,31,17
2020-03-29,34,48,29,60,25,37,0,47,29,13
2020-03-30,33,63,39,72,23,36,2,46,34,20
2020-03-31,37,63,41,70,25,39,0,44,36,18
2020-04-01,37,81,45,78,26,46,3,54,38,20
2020-04-02,39,64,33,60,25,39,2,50,32,15
2020-04-03,33,78,32,62,24,37,2,48,34,17
2020-04-04,37,48,28,55,31,39,2,45,24,15
2020-04-05,37,42,26,49,34,40,2,42,23,15
2020-04-06,34,62,38,63,28,34,0,44,37,16
2020-04-07,33,59,32,63,26,37,2,43,35,14
2020-04-08,35,60,37,55,23,35,0,39,34,16
2020-04-09,35,63,39,59,28,29,2,41,32,18
2020-04-10,37,53,33,59,30,34,3,45,27,15
2020-04-11,36,49,30,55,29,38,0,42,21,16
2020-04-12,35,48,31,58,25,29,0,42,20,13
2020-04-13,36,50,33,58,26,32,0,39,30,16
2020-04-14,37,64,41,71,25,31,2,43,38,17
2020-04-15,51,63,37,73,25,29,0,44,40,21
2020-04-16,70,63,40,70,23,30,0,38,39,20
2020-04-17,49,62,40,65,24,32,3,42,38,16
2020-04-18,44,51,35,61,24,33,0,41,25,13
2020-04-19,43,48,30,55,27,35,3,42,26,16
2020-04-20,43,62,40,75,25,31,2,40,41,24
2020-04-21,33,53,33,66,21,32,2,35,35,15
2020-04-22,38,61,37,70,25,31,3,43,39,17
2020-04-23,38,56,39,71,24,32,0,36,38,17
2020-04-24,37,54,39,75,23,34,2,43,37,16
2020-04-25,44,53,35,60,31,39,0,42,24,17
2020-04-26,38,49,33,56,26,39,2,43,21,14
2020-04-27,43,50,32,54,25,33,2,38,31,16
2020-04-28,41,67,36,70,28,33,2,39,35,19
2020-04-29,38,61,36,74,26,36,0,35,39,20
2020-04-30,37,60,42,81,24,40,2,39,37,22
2020-05-01,46,70,45,82,32,41,0,44,34,25
2020-05-02,49,66,43,68,33,51,2,43,28,21
2020-05-03,48,54,37,56,32,47,2,40,30,16
2020-05-04,42,86,49,96,32,49,2,40,45,24
2020-05-05,46,89,51,92,35,48,2,43,44,23
2020-05-06,39,72,44,92,33,49,0,39,44,26
2020-05-07,46,75,44,82,34,49,2,36,46,25
2020-05-08,47,73,39,75,34,63,2,41,41,22
2020-05-09,66,60,36,62,37,100,2,39,28,20
2020-05-10,51,53,32,56,32,65,0,45,31,17
2020-05-11,48,78,41,87,34,68,0,41,43,24
2020-05-12,50,70,45,79,32,67,2,41,45,24
2020-05-13,46,72,41,73,33,63,2,39,45,22
2020-05-14,45,72,44,74,33,59,2,36,44,21
2020-05-15,45,66,40,82,33,63,2,45,46,24
2020-05-16,52,58,36,67,37,67,2,46,32,19
2020-05-17,46,56,32,58,34,59,0,41,25,18
2020-05-18,50,71,41,81,35,63,2,39,47,25
2020-05-19,47,63,41,78,36,66,2,40,49,22
2020-05-20,48,65,41,79,38,60,2,40,46,21
2020-05-21,46,60,45,65,37,59,0,36,43,26
2020-05-22,44,56,37,66,36,60,2,41,41,24
2020-05-23,44,56,42,63,39,57,0,40,30,24
2020-05-24,44,51,35,58,32,49,3,39,31,14
2020-05-25,41,74,44,76,32,58,0,36,47,24
2020-05-26,44,58,40,77,34,58,3,34,50,22
2020-05-27,41,60,43,70,33,58,0,40,46,19
2020-05-28,42,58,39,72,33,64,0,39,45,23
2020-05-29,44,58,42,75,34,72,2,40,42,20
2020-05-30,44,55,37,61,36,65,0,41,29,18
2020-05-31,46,53,35,64,29,59,0,44,25,19
2020-06-01,41,71,47,82,32,58,2,40,46,22
2020-06-02,42,68,41,81,31,61,0,41,46,26
2020-06-03,42,58,42,68,34,59,2,39,47,22
2020-06-04,45,57,40,70,33,57,2,38,50,23
2020-06-05,42,56,40,69,29,55,0,41,41,17
2020-06-06,46,51,34,56,34,58,0,39,25,16
2020-06-07,45,51,32,52,31,59,2,42,27,18
2020-06-08,38,67,39,65,32,62,2,41,43,19
2020-06-09,38,66,40,71,32,57,0,37,41,21
2020-06-10,41,67,38,68,32,59,2,36,42,21
2020-06-11,37,65,39,67,36,60,1,36,43,19
2020-06-12,41,55,38,61,32,58,2,34,41,19
2020-06-13,42,54,34,52,32,58,0,38,28,19
2020-06-14,43,52,34,51,32,58,2,42,28,16
2020-06-15,42,52,37,71,34,54,2,34,42,21
2020-06-16,42,46,30,55,32,56,2,34,28,18
2020-06-17,40,53,32,60,29,47,2,33,41,18
2020-06-18,41,56,31,69,31,52,3,36,46,18
2020-06-19,41,51,34,66,30,54,0,33,43,19
2020-06-20,44,52,32,54,34,57,0,43,28,19
2020-06-21,43,47,27,47,32,54,0,34,30,12
2020-06-22,42,55,38,72,34,54,0,34,50,19
2020-06-23,47,57,36,76,32,53,2,33,45,21
2020-06-24,42,55,37,71,32,58,3,34,43,19
2020-06-25,40,58,33,70,34,59,2,37,39,19
2020-06-26,37,49,28,64,31,57,0,37,41,21
2020-06-27,40,53,29,54,36,61,2,39,26,16
2020-06-28,48,49,30,57,33,63,3,41,24,18
2020-06-29,41,58,37,73,33,62,0,37,46,21
2020-06-30,41,59,42,78,34,58,2,34,47,21
2020-07-01,36,70,45,69,33,66,2,37,46,21
2020-07-02,41,62,39,67,31,63,2,39,43,22
