date,iPhone,Vodacom,MTN,Telkom,Samsung,Huawei,Mobile app,Download,Gmail,Cell C
2021-02-25,55,71,45,62,48,41,0,31,63,15
2021-02-26,55,68,40,67,44,40,2,32,42,15
2021-02-27,66,59,36,62,50,42,0,29,30,14
2021-02-28,57,55,36,53,42,35,2,35,23,13
2021-03-01,53,85,54,76,42,38,0,29,53,19
2021-03-02,52,76,47,63,43,39,0,27,62,14
2021-03-03,53,70,39,66,42,36,2,28,61,19
2021-03-04,53,66,41,66,43,39,2,31,61,17
2021-03-05,52,63,38,70,48,35,0,33,54,18
2021-03-06,57,54,37,62,46,38,2,37,28,12
2021-03-07,55,57,38,52,42,37,0,33,29,11
2021-03-08,57,74,39,63,44,34,0,28,59,16
2021-03-09,50,65,41,62,43,35,0,30,58,15
2021-03-10,49,62,37,59,38,35,0,31,59,14
2021-03-11,50,67,39,61,45,36,0,28,60,15
2021-03-12,56,70,49,56,46,37,2,32,58,17
2021-03-13,56,52,35,53,49,42,0,29,30,15
2021-03-14,59,55,35,51,45,32,0,28,28,13
2021-03-15,57,69,43,62,50,37,1,26,53,16
2021-03-16,53,61,45,63,40,38,0,29,55,17
2021-03-17,50,64,37,59,46,37,0,31,60,16
2021-03-18,53,65,37,55,41,35,2,32,70,15
2021-03-19,56,70,41,71,52,38,0,31,63,19
2021-03-20,59,54,36,58,46,36,2,35,40,13
2021-03-21,57,55,34,45,48,36,0,32,29,13
2021-03-22,58,60,39,55,51,42,2,34,44,14
2021-03-23,52,66,42,67,68,50,2,27,100,18
2021-03-24,54,64,40,67,60,43,0,29,91,14
2021-03-25,56,65,40,65,48,41,3,29,82,16
2021-03-26,52,61,42,63,51,45,0,33,74,17
2021-03-27,62,62,34,51,49,42,2,33,40,13
2021-03-28,59,50,38,49,54,38,0,32,36,12
2021-03-29,61,67,43,73,56,36,0,25,78,20
2021-03-30,52,66,44,70,47,39,0,27,76,16
2021-03-31,54,74,44,70,52,40,2,29,83,15
2021-04-01,59,81,54,73,52,35,0,34,63,20
2021-04-02,63,57,42,57,51,42,3,37,32,15
2021-04-03,59,59,38,53,49,38,0,31,29,14
2021-04-04,61,52,32,47,45,37,0,32,25,13
2021-04-05,65,63,34,58,48,41,0,31,39,15
2021-04-06,58,80,44,68,47,36,1,31,73,18
2021-04-07,57,74,46,69,44,39,2,31,74,16
2021-04-08,54,69,39,63,46,33,1,34,69,14
2021-04-09,54,71,36,59,46,38,0,32,64,15
2021-04-10,61,58,31,47,44,36,0,39,37,13
2021-04-11,54,50,34,43,46,31,2,32,30,11
2021-04-12,54,66,45,66,46,35,0,32,74,15
2021-04-13,51,65,43,56,47,35,0,31,77,17
2021-04-14,52,64,44,58,44,35,2,32,66,18
2021-04-15,53,68,43,58,44,34,2,33,72,18
2021-04-16,55,58,42,62,47,37,2,32,69,14
2021-04-17,61,55,44,54,48,38,2,34,37,15
2021-04-18,60,50,33,50,43,39,0,36,30,10
2021-04-19,56,67,45,61,47,37,0,32,78,16
2021-04-20,52,69,44,61,49,36,2,33,75,15
2021-04-21,53,64,49,63,49,36,0,35,78,15
2021-04-22,61,64,47,59,49,37,0,32,76,18
2021-04-23,52,56,40,63,47,37,2,31,71,14
2021-04-24,60,58,38,54,47,40,0,34,38,13
2021-04-25,59,53,37,50,52,37,0,32,31,15
2021-04-26,60,67,45,65,50,37,0,31,66,17
2021-04-27,63,57,41,57,47,35,0,33,43,15
2021-04-28,55,73,45,65,46,35,0,32,66,17
2021-04-29,58,63,46,65,45,33,0,30,74,15
2021-04-30,55,65,44,66,48,35,0,34,66,16
2021-05-01,58,69,42,59,51,34,2,32,34,15
2021-05-02,63,48,33,48,47,31,0,29,32,12
2021-05-03,60,74,46,65,47,39,1,31,79,20
2021-05-04,55,71,45,59,41,32,2,28,66,15
2021-05-05,51,70,43,62,39,29,1,31,74,17
2021-05-06,56,64,44,63,43,33,1,32,78,13
2021-05-07,51,67,42,60,44,31,0,36,67,15
2021-05-08,56,54,38,51,45,32,0,35,35,11
2021-05-09,55,49,32,40,41,28,0,34,32,11
2021-05-10,62,69,44,59,41,30,0,29,75,15
2021-05-11,56,62,39,64,46,34,2,33,72,16
2021-05-12,53,65,42,60,41,32,1,30,71,14
2021-05-13,59,57,37,58,44,36,0,30,69,16
2021-05-14,57,66,37,56,47,34,0,32,69,18
2021-05-15,60,51,38,45,42,31,0,33,33,13
2021-05-16,63,53,37,46,43,29,2,33,35,14
2021-05-17,58,79,40,60,47,33,2,31,72,20
2021-05-18,58,65,40,60,47,31,1,28,67,16
2021-05-19,57,65,37,60,42,34,2,32,79,18
2021-05-20,53,68,43,59,40,34,1,30,75,18
2021-05-21,54,63,37,55,48,36,0,33,61,17
2021-05-22,63,53,35,46,42,31,2,32,28,14
2021-05-23,60,52,33,44,47,32,0,31,30,13
2021-05-24,58,73,47,68,47,33,2,29,66,17
2021-05-25,58,69,46,66,46,35,0,31,65,19
2021-05-26,54,61,39,62,46,32,0,27,56,16
2021-05-27,54,68,42,60,45,36,2,27,59,20
2021-05-28,57,63,43,60,51,38,2,29,60,19
2021-05-29,61,53,36,55,52,34,0,34,33,16
2021-05-30,62,59,35,52,49,36,0,32,28,16
2021-05-31,52,74,48,71,44,33,0,30,65,21
2021-06-01,60,96,54,68,59,34,2,31,61,26
2021-06-02,56,77,45,59,59,35,0,27,58,20
2021-06-03,54,72,49,58,56,35,3,28,57,17
2021-06-04,55,63,43,56,55,32,0,29,55,17
2021-06-05,61,56,45,53,51,35,0,33,31,15
2021-06-06,61,50,36,47,49,33,0,30,28,15
2021-06-07,59,71,40,58,45,34,2,28,63,18
2021-06-08,56,66,44,60,42,35,2,28,60,15
2021-06-09,55,65,42,61,42,36,0,25,59,18
2021-06-10,56,64,43,62,45,33,0,26,63,18
2021-06-11,54,70,46,61,49,35,3,27,51,16
2021-06-12,59,54,40,51,50,34,0,32,32,14
2021-06-13,64,52,35,47,45,34,0,31,25,12
2021-06-14,55,65,45,59,48,36,1,30,59,18
2021-06-15,57,63,40,58,44,31,0,27,58,17
2021-06-16,56,60,41,61,47,35,0,32,36,14
2021-06-17,48,61,39,63,45,32,0,29,55,15
2021-06-18,52,62,40,58,47,32,2,28,54,17
2021-06-19,52,51,37,52,47,34,0,28,28,13
2021-06-20,57,40,30,47,38,31,0,28,28,11
2021-06-21,55,66,44,64,47,34,0,28,56,17
2021-06-22,53,65,42,64,46,33,2,32,59,17
2021-06-23,56,57,42,64,42,34,0,26,61,16
2021-06-24,52,58,40,71,44,32,2,26,56,18
2021-06-25,58,63,42,65,47,35,0,34,56,17
2021-06-26,57,55,39,56,44,35,0,33,29,15
2021-06-27,61,52,36,56,43,32,0,30,25,13
2021-06-28,53,67,45,67,45,35,0,27,55,18
2021-06-29,61,68,42,68,42,34,2,32,56,16
2021-06-30,55,70,51,72,46,36,1,36,53,18
2021-07-01,56,77,52,71,48,38,0,34,55,19
2021-07-02,59,72,46,64,47,37,2,33,48,16
2021-07-03,61,62,43,58,47,37,0,36,32,16
2021-07-04,63,54,39,53,47,35,0,35,27,13
