date,Lodging,Flight,Hotel,Guest House,Booking,FlySafair,Lift Airline,Car Rental
2024-09-30,0,36,85,38,33,62,0,78
2024-10-01,0,37,74,42,34,59,18,70
2024-10-02,0,38,75,37,34,50,0,69
2024-10-03,0,34,84,39,31,48,0,57
2024-10-04,0,35,81,47,36,53,0,66
2024-10-05,0,32,74,47,18,22,0,39
2024-10-06,0,32,78,33,20,49,0,53
2024-10-07,0,39,95,41,31,47,0,68
2024-10-08,0,38,82,39,32,54,0,57
2024-10-09,0,40,78,43,31,51,0,63
2024-10-10,0,32,86,39,31,48,0,59
2024-10-11,0,38,78,41,24,39,11,61
2024-10-12,0,40,69,40,20,45,0,44
2024-10-13,0,37,67,39,21,48,0,53
2024-10-14,0,34,88,37,29,59,0,69
2024-10-15,0,31,78,43,31,47,0,66
2024-10-16,0,37,78,41,26,49,0,67
2024-10-17,0,29,91,41,29,47,0,61
2024-10-18,0,34,80,39,25,52,0,66
2024-10-19,0,29,65,32,19,38,0,29
2024-10-20,0,36,63,28,18,36,0,48
2024-10-21,0,38,75,38,32,56,13,68
2024-10-22,0,40,80,34,30,57,0,67
2024-10-23,0,31,72,37,31,35,0,84
2024-10-24,0,35,76,36,32,68,0,59
2024-10-25,0,33,69,35,22,80,0,55
2024-10-26,0,33,59,32,19,43,0,42
2024-10-27,0,37,59,28,24,54,0,50
2024-10-28,0,34,83,35,31,74,0,59
2024-10-29,0,36,76,40,30,51,12,62
2024-10-30,0,31,71,35,25,46,0,73
2024-10-31,0,30,74,36,29,39,18,65
2024-11-01,0,30,74,38,27,39,0,64
2024-11-02,0,29,63,30,19,32,0,57
2024-11-03,0,46,70,35,22,44,0,69
2024-11-04,0,38,76,29,25,51,0,69
2024-11-05,0,33,71,32,28,49,0,64
2024-11-06,0,32,64,32,28,44,0,68
2024-11-07,0,31,70,30,24,43,0,53
2024-11-08,0,32,68,34,23,45,0,60
2024-11-09,0,30,63,35,23,39,0,48
2024-11-10,0,33,59,23,20,40,0,34
2024-11-11,0,30,80,35,31,45,0,66
2024-11-12,0,35,77,37,29,45,0,80
2024-11-13,0,30,80,38,29,59,0,66
2024-11-14,0,36,78,36,32,57,0,57
2024-11-15,0,35,70,34,29,49,0,68
2024-11-16,0,34,63,33,16,44,0,34
2024-11-17,0,43,71,33,22,45,0,55
2024-11-18,0,37,82,40,30,58,0,60
2024-11-19,0,39,90,39,36,61,0,80
2024-11-20,0,35,83,37,34,60,0,61
2024-11-21,0,41,67,34,28,51,0,58
2024-11-22,0,37,74,37,26,60,0,57
2024-11-23,0,30,65,35,12,29,0,45
2024-11-24,0,41,66,31,24,53,0,57
2024-11-25,0,39,78,37,35,42,0,64
2024-11-26,0,36,75,35,32,58,0,69
2024-11-27,0,35,74,37,27,55,0,61
2024-11-28,0,42,70,37,33,66,0,70
2024-11-29,3,46,71,42,34,100,0,96
2024-11-30,0,33,69,47,22,55,0,60
2024-12-01,0,41,62,38,21,55,0,64
2024-12-02,0,40,92,35,32,58,0,65
2024-12-03,0,33,80,41,39,65,0,68
2024-12-04,0,35,74,37,35,61,0,97
2024-12-05,0,40,75,41,32,47,0,89
2024-12-06,0,49,72,43,31,38,0,87
2024-12-07,0,41,65,44,19,36,0,50
2024-12-08,0,45,64,36,21,43,0,65
2024-12-09,0,59,95,38,32,68,0,90
2024-12-10,0,48,79,37,35,49,0,92
2024-12-11,0,48,74,41,37,61,0,81
2024-12-12,0,37,82,42,29,58,0,71
2024-12-13,0,47,88,41,28,62,0,100
2024-12-14,0,44,82,51,21,44,0,66
2024-12-15,0,43,78,32,20,55,0,67
2024-12-16,0,52,85,39,23,59,0,64
2024-12-17,0,44,77,41,34,65,0,89
2024-12-18,0,45,77,34,31,47,0,99
2024-12-19,0,41,75,41,23,60,0,89
2024-12-20,0,40,74,46,31,52,0,96
2024-12-21,0,45,65,41,17,38,0,89
2024-12-22,0,52,64,43,21,58,0,56
2024-12-23,0,40,89,43,29,50,0,95
2024-12-24,0,48,71,36,22,42,0,86
2024-12-25,0,50,81,44,17,47,0,49
2024-12-26,0,48,92,43,21,52,0,76
2024-12-27,0,50,85,48,25,40,0,73
2024-12-28,0,53,88,41,25,62,0,62
2024-12-29,0,65,81,36,24,63,0,67
2024-12-30,0,64,95,50,33,55,0,75
2024-12-31,0,50,90,41,21,77,0,48
2025-01-01,0,53,88,34,27,49,0,47
2025-01-02,5,53,92,39,35,69,0,66
2025-01-03,0,47,89,37,34,54,0,72
2025-01-04,0,47,79,35,29,47,0,57
2025-01-05,0,48,70,31,24,41,0,44
2025-01-06,0,53,96,31,39,72,0,81
2025-01-07,3,41,76,28,37,69,0,74
2025-01-08,0,43,76,28,37,52,0,80
2025-01-09,0,47,73,30,39,47,0,58
2025-01-10,0,37,81,28,32,46,0,75
2025-01-11,0,48,71,31,28,47,0,56
