date,Lodging,Flight,Hotel,Guest House,Booking,FlySafair,Lift Airline,Car Rental
2024-06-01,0,38,71,40,17,14,0,10
2024-06-02,0,35,67,35,17,15,0,11
2024-06-03,0,34,80,38,28,14,5,15
2024-06-04,0,41,78,43,26,11,3,13
2024-06-05,0,33,81,40,27,12,0,15
2024-06-06,0,33,85,42,22,16,0,14
2024-06-07,0,36,85,41,20,11,0,14
2024-06-08,0,38,87,44,22,13,0,16
2024-06-09,0,39,78,35,17,12,0,12
2024-06-10,0,38,91,41,31,13,0,15
2024-06-11,0,43,90,41,28,14,0,16
2024-06-12,0,43,87,48,26,13,0,19
2024-06-13,0,47,88,37,25,17,0,16
2024-06-14,0,38,86,44,26,12,0,12
2024-06-15,0,45,88,49,20,12,0,10
2024-06-16,0,43,91,45,17,13,4,12
2024-06-17,0,40,85,39,25,10,0,12
2024-06-18,0,39,94,40,29,15,0,16
2024-06-19,0,38,88,44,30,14,0,17
2024-06-20,0,38,81,41,29,11,0,13
2024-06-21,0,35,81,42,22,10,0,13
2024-06-22,0,44,82,44,21,10,0,12
2024-06-23,0,43,87,40,22,11,0,12
2024-06-24,0,43,92,42,34,12,0,18
2024-06-25,0,40,88,42,30,14,3,13
2024-06-26,0,41,95,55,36,15,0,16
2024-06-27,0,43,86,39,31,12,3,15
2024-06-28,0,52,95,49,28,15,0,15
2024-06-29,0,43,86,51,23,10,0,11
2024-06-30,0,48,74,48,23,12,0,8
2024-07-01,0,36,88,41,31,12,2,15
2024-07-02,0,39,89,46,33,10,0,13
2024-07-03,0,43,90,45,33,14,0,15
2024-07-04,0,39,88,41,33,11,0,15
2024-07-05,0,39,90,43,30,11,0,13
2024-07-06,0,33,74,40,24,13,0,13
2024-07-07,0,47,68,38,23,9,0,11
2024-07-08,0,43,85,41,29,14,0,16
2024-07-09,0,40,86,38,29,10,0,14
2024-07-10,0,34,89,42,26,10,0,16
