date,Lodging,Flight,Hotel,Guest House,Booking,FlySafair,Lift Airline,Car Rental
2021-02-18,0,24,67,29,27,34,0,49
2021-02-19,0,25,78,31,17,39,0,42
2021-02-20,0,19,73,31,18,21,0,49
2021-02-21,0,19,70,27,14,32,0,46
2021-02-22,0,22,62,31,19,37,0,53
2021-02-23,0,23,61,31,25,30,0,49
2021-02-24,0,18,55,38,20,37,0,44
2021-02-25,0,19,65,31,22,51,0,78
2021-02-26,0,23,71,39,18,40,0,59
2021-02-27,0,16,76,38,14,34,0,48
2021-02-28,0,25,64,29,14,36,0,49
2021-03-01,0,21,63,36,25,47,0,66
2021-03-02,0,21,71,32,33,43,0,64
2021-03-03,0,19,68,37,24,44,0,54
2021-03-04,0,22,72,37,26,40,0,49
2021-03-05,0,23,81,36,23,34,0,55
2021-03-06,0,18,71,35,17,20,0,51
2021-03-07,0,25,66,28,16,27,0,38
2021-03-08,0,24,76,34,28,42,0,60
2021-03-09,0,23,72,36,30,43,0,66
2021-03-10,0,23,64,36,27,27,0,57
2021-03-11,0,22,73,34,20,43,9,63
2021-03-12,0,23,72,36,21,40,0,71
2021-03-13,0,20,74,37,20,34,0,43
2021-03-14,0,25,66,31,19,34,0,43
2021-03-15,0,23,74,34,25,29,9,76
2021-03-16,0,24,75,47,27,48,0,58
2021-03-17,0,23,62,32,23,37,0,60
2021-03-18,0,24,72,41,22,41,0,74
2021-03-19,0,26,92,42,25,48,0,65
2021-03-20,0,23,78,41,20,25,0,51
2021-03-21,0,21,79,33,17,34,0,40
2021-03-22,0,29,87,34,21,39,0,60
2021-03-23,0,24,81,39,28,34,0,73
2021-03-24,0,25,75,31,22,42,0,54
2021-03-25,0,25,67,37,21,45,0,72
2021-03-26,0,23,78,38,22,43,0,78
2021-03-27,0,24,91,39,19,31,0,48
2021-03-28,0,24,75,33,17,39,0,60
2021-03-29,0,21,76,36,24,55,0,84
2021-03-30,0,23,74,36,28,41,0,76
2021-03-31,0,23,74,33,27,42,14,88
2021-04-01,0,29,81,40,28,37,0,72
2021-04-02,0,20,85,39,15,33,0,58
2021-04-03,0,24,80,35,17,28,0,48
2021-04-04,0,23,76,29,16,32,0,31
2021-04-05,0,26,72,33,22,55,0,45
2021-04-06,0,25,68,34,28,42,0,67
2021-04-07,0,24,81,36,30,51,0,66
2021-04-08,0,25,80,32,23,43,0,60
2021-04-09,0,20,77,35,25,46,0,52
2021-04-10,0,22,79,34,16,38,0,44
2021-04-11,0,26,85,26,13,33,0,50
2021-04-12,3,24,100,38,30,40,0,70
2021-04-13,0,22,78,37,28,41,0,56
2021-04-14,0,20,83,37,26,40,0,76
2021-04-15,0,21,77,34,27,44,0,60
2021-04-16,0,24,79,34,21,41,0,65
2021-04-17,0,17,77,30,18,26,0,55
2021-04-18,0,26,79,27,20,40,0,47
2021-04-19,0,28,72,38,24,43,9,65
2021-04-20,0,20,82,38,24,46,0,56
2021-04-21,0,23,83,39,20,65,0,61
2021-04-22,0,27,83,40,23,100,14,67
2021-04-23,0,33,84,42,23,79,0,63
2021-04-24,0,28,80,42,21,70,0,51
2021-04-25,0,29,78,30,21,48,0,42
2021-04-26,0,26,83,43,26,84,9,67
2021-04-27,0,26,75,30,25,48,0,53
2021-04-28,0,25,77,31,28,71,0,63
2021-04-29,0,21,71,38,26,52,0,66
2021-04-30,0,25,77,40,23,36,0,56
2021-05-01,0,23,69,37,14,34,0,44
2021-05-02,0,25,62,30,17,40,11,35
2021-05-03,0,22,66,30,27,40,0,66
2021-05-04,0,22,67,36,25,35,0,51
2021-05-05,0,19,55,35,24,37,8,64
2021-05-06,0,19,60,33,23,30,0,58
2021-05-07,0,22,71,36,21,27,0,50
2021-05-08,0,17,68,31,18,30,0,39
2021-05-09,0,25,63,24,13,23,0,41
2021-05-10,0,20,64,33,27,38,10,55
2021-05-11,0,18,59,31,27,35,0,67
2021-05-12,0,20,66,31,26,50,10,57
2021-05-13,0,18,60,32,21,40,0,62
2021-05-14,0,13,67,36,24,35,0,52
2021-05-15,0,16,64,31,15,29,0,35
2021-05-16,0,17,60,27,15,24,0,40
2021-05-17,0,20,57,31,24,36,0,66
2021-05-18,0,18,67,31,23,26,0,50
2021-05-19,0,19,63,35,23,27,0,58
2021-05-20,0,17,67,33,25,33,0,39
2021-05-21,0,19,72,35,16,32,0,53
2021-05-22,0,22,70,23,14,25,0,41
2021-05-23,0,20,57,26,15,29,0,37
2021-05-24,0,25,68,29,24,46,0,63
2021-05-25,0,20,57,34,25,28,0,54
2021-05-26,0,20,63,31,21,38,0,60
2021-05-27,0,21,68,31,20,31,0,53
2021-05-28,0,21,67,38,20,30,0,50
2021-05-29,0,19,68,33,14,28,0,46
2021-05-30,0,23,62,29,15,33,0,33
2021-05-31,0,22,61,30,25,41,0,44
2021-06-01,0,20,60,30,25,40,0,54
2021-06-02,0,18,58,29,18,32,0,49
2021-06-03,0,19,66,32,24,37,0,52
2021-06-04,0,24,66,36,20,33,0,49
2021-06-05,0,18,65,30,19,29,0,54
2021-06-06,0,23,64,27,17,31,0,30
2021-06-07,0,22,60,30,23,31,0,54
2021-06-08,0,20,58,34,19,33,0,48
2021-06-09,0,18,65,29,21,39,0,41
2021-06-10,0,22,57,28,20,43,0,43
2021-06-11,0,24,62,30,20,29,0,38
2021-06-12,0,20,65,35,12,19,0,45
2021-06-13,0,20,61,28,18,29,0,45
2021-06-14,0,25,68,29,29,39,0,59
2021-06-15,0,21,66,32,27,39,0,48
2021-06-16,0,21,60,28,23,30,0,46
2021-06-17,0,22,59,30,24,38,0,51
2021-06-18,0,20,62,35,25,29,0,61
2021-06-19,0,20,68,30,22,32,0,33
2021-06-20,0,21,55,29,16,23,0,47
2021-06-21,0,24,60,34,26,56,0,65
2021-06-22,0,22,62,30,28,39,0,60
2021-06-23,0,20,52,29,24,22,0,49
2021-06-24,0,18,54,25,22,25,0,59
2021-06-25,0,21,59,30,72,27,0,50
2021-06-26,0,22,57,33,26,21,0,34
2021-06-27,0,25,51,21,22,23,0,30
2021-06-28,0,18,49,24,47,30,0,54
2021-06-29,0,17,39,22,48,20,0,36
2021-06-30,0,20,46,25,38,23,0,38
2021-07-01,0,17,40,25,35,21,0,36
2021-07-02,0,18,42,25,43,24,0,33
2021-07-03,0,18,42,24,25,21,0,28
2021-07-04,0,22,41,16,25,23,0,30
