date,Lodging,Flight,Hotel,Guest House,Booking,FlySafair,Lift Airline,Car Rental
2021-08-17,0,17,53,33,28,30,0,57
2021-08-18,0,18,53,30,27,37,0,57
2021-08-19,0,16,54,25,21,36,0,57
2021-08-20,0,18,52,28,26,31,0,50
2021-08-21,0,18,56,29,14,35,0,43
2021-08-22,0,20,51,24,17,32,10,48
2021-08-23,0,16,53,29,26,36,0,67
2021-08-24,0,18,56,32,28,36,0,51
2021-08-25,0,18,55,28,26,41,0,60
2021-08-26,0,19,55,32,26,52,10,60
2021-08-27,0,17,62,30,27,38,0,42
2021-08-28,0,17,56,31,15,33,12,48
2021-08-29,0,20,55,19,15,38,0,47
2021-08-30,0,20,57,29,22,43,10,55
2021-08-31,0,19,56,29,30,70,0,61
2021-09-01,0,15,53,27,26,42,12,61
2021-09-02,0,20,60,33,27,42,0,58
2021-09-03,0,15,64,28,23,37,0,57
2021-09-04,0,16,67,30,16,33,0,42
2021-09-05,0,19,54,21,15,42,0,52
2021-09-06,0,18,55,33,27,55,0,61
2021-09-07,0,18,66,31,27,40,0,70
2021-09-08,0,17,58,38,29,47,0,59
2021-09-09,0,15,61,31,21,38,10,48
2021-09-10,0,16,62,33,25,43,0,53
2021-09-11,0,19,54,34,16,34,0,46
2021-09-12,0,15,54,28,15,37,0,33
2021-09-13,0,18,64,32,23,50,10,71
2021-09-14,0,19,62,35,26,56,0,60
2021-09-15,0,18,58,36,28,47,9,67
2021-09-16,0,20,65,27,23,48,0,53
2021-09-17,0,16,70,38,19,47,0,65
2021-09-18,0,17,60,30,14,46,0,65
2021-09-19,0,24,61,28,21,40,11,53
2021-09-20,0,18,68,35,30,60,0,84
2021-09-21,0,18,68,40,29,49,0,77
2021-09-22,0,17,64,37,26,47,0,95
2021-09-23,0,22,74,38,25,53,0,85
2021-09-24,0,19,86,50,18,44,0,73
2021-09-25,0,22,67,34,13,41,0,40
2021-09-26,0,24,67,30,13,58,0,67
2021-09-27,0,22,66,31,27,55,11,88
2021-09-28,0,19,62,35,27,54,0,69
2021-09-29,0,17,63,32,27,39,0,82
2021-09-30,0,20,64,33,27,63,0,59
2021-10-01,0,23,79,41,21,46,0,58
2021-10-02,0,18,69,37,18,38,0,56
2021-10-03,0,27,68,31,14,55,0,54
2021-10-04,0,22,59,32,24,42,0,63
2021-10-05,0,21,67,34,27,50,0,75
2021-10-06,0,21,71,37,27,58,14,75
2021-10-07,0,24,64,35,25,50,0,68
2021-10-08,0,21,70,35,24,38,10,73
2021-10-09,0,24,71,34,17,43,0,43
2021-10-10,0,30,65,33,16,53,0,65
2021-10-11,0,25,69,37,28,51,10,82
2021-10-12,0,23,70,38,28,39,0,67
2021-10-13,0,22,74,39,24,43,0,76
2021-10-14,0,24,71,36,30,52,0,84
2021-10-15,0,21,67,35,27,43,0,56
2021-10-16,0,23,62,31,16,36,0,50
2021-10-17,0,24,59,30,18,18,0,55
2021-10-18,0,23,68,33,26,57,0,82
2021-10-19,0,22,67,33,26,55,0,67
2021-10-20,0,24,63,35,26,43,0,73
2021-10-21,0,24,74,36,25,39,0,71
2021-10-22,0,24,65,34,22,31,0,71
2021-10-23,0,19,68,37,17,42,0,41
2021-10-24,0,20,61,24,16,41,0,53
2021-10-25,0,24,68,32,27,51,0,83
2021-10-26,0,21,63,37,24,51,0,81
2021-10-27,0,21,66,30,26,47,0,60
2021-10-28,0,20,68,33,23,44,0,82
2021-10-29,0,22,68,38,22,36,0,72
2021-10-30,0,18,66,36,16,40,0,50
2021-10-31,0,24,67,28,16,46,0,47
2021-11-01,0,25,59,30,19,53,0,54
2021-11-02,0,24,59,31,28,83,0,75
2021-11-03,0,22,58,31,23,41,0,80
2021-11-04,0,18,64,32,24,54,0,66
2021-11-05,0,24,67,37,19,49,0,70
2021-11-06,0,18,62,33,11,37,0,45
2021-11-07,0,28,62,28,17,38,0,52
2021-11-08,0,19,68,35,25,56,0,90
2021-11-09,0,23,74,35,25,52,11,76
2021-11-10,0,24,75,33,28,40,0,98
2021-11-11,0,21,68,32,20,47,10,73
2021-11-12,0,23,75,37,20,59,0,73
2021-11-13,0,25,72,32,15,42,0,61
2021-11-14,0,26,65,30,13,54,0,54
2021-11-15,0,25,69,37,24,55,0,86
2021-11-16,0,25,70,41,24,44,0,94
2021-11-17,0,24,72,36,26,58,11,73
2021-11-18,0,28,74,35,26,52,0,80
2021-11-19,0,24,77,35,24,50,0,81
2021-11-20,0,19,63,31,17,33,0,58
2021-11-21,0,21,65,29,17,41,0,57
2021-11-22,0,25,72,40,24,62,0,83
2021-11-23,0,22,68,34,26,58,0,85
2021-11-24,0,24,69,32,23,55,0,69
2021-11-25,0,31,65,33,21,70,0,79
2021-11-26,0,45,64,34,22,62,0,73
2021-11-27,0,40,66,38,19,40,0,60
2021-11-28,0,36,51,23,17,46,0,45
2021-11-29,0,32,61,31,22,51,0,72
2021-11-30,0,24,63,32,25,59,0,80
2021-12-01,0,29,60,33,26,49,0,71
2021-12-02,0,24,59,30,18,46,12,68
2021-12-03,0,22,66,37,23,40,0,65
2021-12-04,0,21,63,34,10,32,0,52
2021-12-05,0,28,61,30,15,40,0,53
2021-12-06,0,18,73,33,26,46,0,65
2021-12-07,0,23,62,28,22,43,0,69
2021-12-08,0,19,58,33,26,36,0,80
2021-12-09,0,23,65,32,23,42,0,67
2021-12-10,0,22,68,37,23,45,0,74
2021-12-11,0,23,65,34,18,37,0,62
2021-12-12,0,25,62,33,21,43,0,53
2021-12-13,0,24,64,35,22,46,0,73
2021-12-14,0,22,74,35,22,48,0,86
2021-12-15,0,26,66,33,20,50,0,82
2021-12-16,0,33,85,35,20,55,0,69
2021-12-17,0,24,73,42,19,41,0,94
2021-12-18,0,23,77,46,18,37,0,71
2021-12-19,0,25,68,32,15,50,0,63
2021-12-20,0,23,71,36,26,58,0,100
2021-12-21,0,23,78,36,20,45,11,97
2021-12-22,0,27,73,36,18,42,0,82
2021-12-23,0,24,71,35,20,50,0,97
2021-12-24,0,24,71,37,14,39,0,66
2021-12-25,0,23,77,34,14,29,0,49
2021-12-26,0,28,79,38,19,37,0,57
2021-12-27,0,27,92,38,15,52,0,61
2021-12-28,0,31,91,48,23,54,0,72
2021-12-29,0,27,91,41,21,51,0,65
2021-12-30,0,31,100,41,16,51,0,65
2021-12-31,0,27,88,45,15,46,0,59
2022-01-01,0,28,86,44,22,48,0,56
2022-01-02,0,31,80,35,23,47,0,61
2022-01-03,0,27,77,34,32,59,11,84
2022-01-04,0,28,79,36,34,66,0,57
2022-01-05,0,32,74,41,32,54,0,81
