date,Lodging,Flight,Hotel,Guest House,Booking,FlySafair,Lift Airline,Car Rental
2020-03-21,0,40,40,19,10,19,0,35
2020-03-22,0,39,39,12,6,19,0,26
2020-03-23,0,36,29,13,11,33,0,34
2020-03-24,0,44,33,15,16,88,0,48
2020-03-25,0,27,24,13,9,32,0,49
2020-03-26,0,19,21,12,4,0,0,34
2020-03-27,0,19,15,7,3,0,0,15
2020-03-28,0,14,18,8,3,0,0,17
2020-03-29,0,13,19,6,0,0,0,0
2020-03-30,0,13,21,10,4,11,0,13
2020-03-31,0,11,16,8,2,0,0,10
2020-04-01,0,16,18,8,3,0,0,15
2020-04-02,0,15,21,7,3,0,0,11
2020-04-03,0,9,17,9,3,0,0,13
2020-04-04,0,14,16,8,3,0,0,12
2020-04-05,0,14,17,6,0,0,0,14
2020-04-06,0,13,18,7,3,0,0,13
2020-04-07,0,12,17,8,2,0,0,10
2020-04-08,0,15,19,6,3,0,0,11
2020-04-09,0,13,17,6,4,0,0,18
2020-04-10,0,12,15,0,4,0,0,10
2020-04-11,0,15,17,7,3,0,0,0
2020-04-12,0,17,16,5,0,0,0,15
2020-04-13,0,12,15,5,3,0,0,17
2020-04-14,0,15,15,8,0,0,0,14
2020-04-15,0,12,21,5,0,0,0,19
2020-04-16,0,10,19,7,3,0,0,9
2020-04-17,0,12,19,9,4,0,0,15
2020-04-18,0,12,21,8,3,0,0,12
2020-04-19,0,12,19,8,3,0,0,0
2020-04-20,0,12,16,8,2,0,0,17
2020-04-21,0,8,18,8,3,0,0,15
2020-04-22,0,11,19,5,0,0,0,9
2020-04-23,0,10,16,7,0,0,0,11
2020-04-24,0,10,16,8,0,0,0,20
2020-04-25,0,11,16,7,0,0,0,16
2020-04-26,0,13,20,8,3,0,0,9
2020-04-27,0,9,17,7,0,0,0,15
2020-04-28,0,11,17,7,0,0,0,20
2020-04-29,0,9,17,9,2,0,0,22
2020-04-30,0,7,15,5,3,0,0,23
2020-05-01,0,12,17,10,10,0,0,37
2020-05-02,0,10,18,6,9,0,0,25
2020-05-03,0,10,16,8,7,0,0,20
2020-05-04,0,9,16,10,5,0,0,33
2020-05-05,0,12,19,11,4,0,0,26
2020-05-06,0,9,15,7,4,0,0,16
2020-05-07,0,7,15,8,3,0,0,21
2020-05-08,0,9,15,9,3,0,0,10
2020-05-09,0,4,18,9,0,0,0,22
2020-05-10,0,9,17,6,0,0,0,12
2020-05-11,0,9,13,9,0,0,0,17
2020-05-12,0,9,12,6,0,0,0,12
2020-05-13,0,8,17,8,2,0,0,15
2020-05-14,0,10,15,8,0,0,0,23
2020-05-15,0,7,13,8,0,0,0,18
2020-05-16,0,10,17,8,3,0,0,23
2020-05-17,0,10,19,6,3,0,0,16
2020-05-18,0,8,20,11,3,0,0,16
2020-05-19,0,10,15,8,0,0,0,10
2020-05-20,0,10,17,7,3,0,0,17
2020-05-21,0,11,20,9,2,0,0,12
2020-05-22,0,8,20,10,0,0,0,15
2020-05-23,0,10,24,9,0,0,0,21
2020-05-24,0,9,15,6,3,0,0,16
2020-05-25,0,10,16,9,5,0,0,26
2020-05-26,0,9,16,9,3,8,0,36
2020-05-27,0,9,14,8,6,0,0,26
2020-05-28,0,10,17,10,2,0,14,30
2020-05-29,0,11,13,9,0,0,0,25
2020-05-30,0,12,17,8,4,13,0,20
2020-05-31,0,11,17,8,3,15,0,21
2020-06-01,0,9,13,9,6,21,0,30
2020-06-02,0,9,19,10,4,16,0,25
2020-06-03,0,12,14,11,6,20,0,25
2020-06-04,0,11,17,11,5,0,0,30
2020-06-05,0,9,12,11,5,8,0,24
2020-06-06,0,8,19,12,6,0,0,28
2020-06-07,0,11,17,11,5,0,0,25
2020-06-08,0,11,20,11,10,9,0,34
2020-06-09,0,10,16,13,7,11,0,25
2020-06-10,0,10,18,11,7,12,0,29
2020-06-11,0,10,18,9,4,0,0,26
2020-06-12,0,9,17,16,7,0,0,28
2020-06-13,0,11,19,13,3,0,0,22
2020-06-14,0,11,20,9,4,0,0,26
2020-06-15,0,14,17,12,9,15,0,31
2020-06-16,0,10,21,11,3,0,0,24
2020-06-17,0,9,19,11,5,11,0,23
2020-06-18,0,12,22,11,5,11,0,24
2020-06-19,0,10,24,11,5,8,0,23
2020-06-20,0,12,25,14,4,14,0,16
2020-06-21,0,8,21,11,5,12,0,21
2020-06-22,0,15,23,16,9,9,0,26
2020-06-23,0,12,21,16,9,7,0,30
2020-06-24,0,9,24,15,9,10,0,29
2020-06-25,0,8,22,16,10,13,0,25
2020-06-26,0,9,19,12,8,11,0,28
2020-06-27,0,10,26,13,5,12,0,29
2020-06-28,0,15,22,10,9,15,0,20
2020-06-29,0,10,25,12,10,15,0,38
2020-06-30,0,11,24,15,9,11,0,32
2020-07-01,0,12,21,15,8,18,0,31
2020-07-02,0,11,24,13,9,15,0,28
