date,Lodging,Flight,Hotel,Guest House,Booking,FlySafair,Lift Airline,Car Rental
2022-09-07,0,29,73,32,18,42,10,49
2022-09-08,0,27,73,30,15,43,0,54
2022-09-09,0,33,77,37,17,53,9,47
2022-09-10,0,31,67,36,10,38,0,42
2022-09-11,0,29,69,28,14,42,0,45
2022-09-12,0,32,78,38,18,54,0,67
2022-09-13,0,34,78,27,17,65,0,60
2022-09-14,0,31,81,36,19,54,0,54
2022-09-15,0,31,72,34,15,47,0,52
2022-09-16,0,35,80,36,17,59,0,59
2022-09-17,0,33,68,34,13,43,0,50
2022-09-18,0,29,59,28,11,40,0,39
2022-09-19,0,30,74,38,15,56,0,73
2022-09-20,0,31,83,40,19,57,0,69
2022-09-21,0,32,80,43,17,54,11,64
2022-09-22,0,30,77,39,17,47,12,70
2022-09-23,0,33,83,44,19,50,0,52
2022-09-24,0,27,75,40,11,42,0,55
2022-09-25,0,40,76,36,17,53,12,59
2022-09-26,0,30,76,39,21,68,10,62
2022-09-27,0,30,79,38,22,54,13,72
2022-09-28,0,31,72,39,21,58,9,66
2022-09-29,0,33,76,43,19,56,14,63
2022-09-30,0,33,79,43,20,44,0,65
2022-10-01,0,28,78,39,13,42,13,51
2022-10-02,0,32,69,31,13,59,16,43
2022-10-03,0,34,80,38,23,53,13,57
2022-10-04,0,32,82,41,20,58,0,59
2022-10-05,0,31,72,38,21,48,11,56
2022-10-06,0,28,87,41,24,45,12,65
2022-10-07,0,30,82,45,17,29,0,56
2022-10-08,0,28,70,39,15,45,0,49
2022-10-09,0,33,66,32,14,53,15,50
2022-10-10,0,32,74,41,18,64,0,64
2022-10-11,0,31,77,35,24,51,8,61
2022-10-12,0,33,76,39,21,48,0,71
2022-10-13,0,34,76,39,19,58,0,53
2022-10-14,0,33,79,44,18,44,14,47
2022-10-15,0,31,69,37,15,43,0,42
2022-10-16,0,28,66,34,14,41,0,47
2022-10-17,0,30,79,39,20,60,0,62
2022-10-18,0,33,75,34,21,39,0,63
2022-10-19,0,32,71,39,17,48,0,58
2022-10-20,0,30,72,42,17,47,0,58
2022-10-21,0,24,73,38,15,38,0,58
2022-10-22,0,27,71,37,9,43,0,36
2022-10-23,0,34,65,28,16,45,0,41
2022-10-24,0,30,74,40,18,55,10,53
2022-10-25,0,27,71,33,17,55,9,59
2022-10-26,0,28,76,35,21,64,8,55
2022-10-27,0,34,73,32,19,41,0,52
2022-10-28,0,29,78,40,21,47,11,57
2022-10-29,0,27,66,36,12,34,0,33
2022-10-30,0,29,63,32,11,46,17,44
2022-10-31,0,33,76,35,21,61,11,60
2022-11-01,0,28,68,34,18,52,9,58
2022-11-02,0,32,65,34,18,47,9,51
2022-11-03,0,29,71,33,16,51,8,54
2022-11-04,0,27,74,37,18,43,0,55
2022-11-05,0,23,61,32,13,39,10,46
2022-11-06,0,33,60,27,14,40,0,41
2022-11-07,0,29,72,35,19,58,9,58
2022-11-08,0,29,79,36,19,40,9,48
2022-11-09,0,28,70,35,17,46,8,65
2022-11-10,0,28,73,36,15,49,12,64
2022-11-11,0,32,78,36,16,43,0,50
2022-11-12,0,29,61,31,13,32,0,35
2022-11-13,0,37,67,30,13,46,10,42
2022-11-14,0,32,81,40,27,60,11,61
2022-11-15,0,30,80,40,21,54,0,70
2022-11-16,0,33,77,38,19,55,9,55
2022-11-17,0,35,75,39,21,56,11,62
2022-11-18,0,30,86,36,19,54,0,61
2022-11-19,0,33,65,36,14,47,0,48
2022-11-20,0,37,67,30,15,54,0,52
2022-11-21,0,27,75,34,18,52,14,65
2022-11-22,0,30,74,37,20,47,14,68
2022-11-23,0,30,76,36,20,48,11,63
2022-11-24,0,29,67,31,18,48,11,51
2022-11-25,0,37,73,37,18,66,13,53
2022-11-26,0,29,73,44,13,39,13,38
2022-11-27,0,31,68,32,15,43,0,48
2022-11-28,0,32,74,35,17,50,8,65
2022-11-29,0,26,75,39,19,55,8,46
2022-11-30,0,27,79,41,20,52,9,44
2022-12-01,0,27,65,39,19,57,0,60
2022-12-02,0,31,72,39,15,47,10,50
2022-12-03,0,32,73,47,16,39,0,58
2022-12-04,0,36,69,34,19,58,16,39
2022-12-05,0,33,73,36,20,62,10,57
2022-12-06,0,29,68,37,24,61,9,69
2022-12-07,0,29,76,40,19,50,0,67
2022-12-08,0,36,78,37,19,61,0,70
2022-12-09,0,33,73,38,18,53,0,50
2022-12-10,0,34,69,34,17,50,0,57
2022-12-11,0,42,68,38,19,54,0,55
2022-12-12,0,41,77,43,21,67,0,88
2022-12-13,0,37,76,37,20,53,0,77
2022-12-14,0,36,77,39,21,61,0,89
2022-12-15,0,39,82,43,21,68,0,84
2022-12-16,0,41,89,50,16,67,0,78
2022-12-17,0,40,87,49,15,45,0,69
2022-12-18,3,41,70,30,16,50,0,59
2022-12-19,3,38,83,35,22,58,16,84
2022-12-20,0,40,84,46,24,59,12,86
2022-12-21,0,36,77,36,20,49,0,100
2022-12-22,0,37,86,42,20,39,12,80
2022-12-23,0,45,86,41,16,54,0,100
2022-12-24,0,35,70,38,13,48,0,59
2022-12-25,0,44,68,39,15,46,0,54
2022-12-26,0,41,87,47,19,53,13,63
2022-12-27,0,44,100,45,22,59,0,64
2022-12-28,0,48,95,42,23,55,12,78
2022-12-29,0,40,98,41,21,47,0,71
2022-12-30,0,40,93,44,16,51,0,69
2022-12-31,0,36,75,40,12,44,0,43
2023-01-01,0,41,93,40,19,51,0,45
2023-01-02,0,44,87,38,21,64,0,63
2023-01-03,0,48,82,31,23,53,10,65
2023-01-04,0,43,73,33,22,60,9,51
2023-01-05,0,39,82,34,23,55,10,54
2023-01-06,0,44,77,35,22,54,12,54
2023-01-07,0,40,68,32,17,54,0,52
