date,Lodging,Flight,Hotel,Guest House,Booking,FlySafair,Lift Airline,Car Rental
2023-01-08,0,48,88,33,23,10,0,9
2023-01-09,0,43,89,38,24,11,4,13
2023-01-10,0,40,88,39,28,11,2,13
2023-01-11,0,52,85,34,28,12,2,10
2023-01-12,0,53,100,39,29,22,0,13
2023-01-13,0,44,92,43,25,10,0,13
2023-01-14,0,48,75,43,17,11,0,8
2023-01-15,0,50,82,37,23,9,0,8
2023-01-16,0,47,82,38,28,8,0,12
2023-01-17,0,40,84,40,29,9,0,12
2023-01-18,0,38,82,40,28,6,2,10
2023-01-19,0,36,86,36,22,9,0,13
2023-01-20,0,39,81,40,25,9,0,12
2023-01-21,0,38,72,32,18,8,0,9
2023-01-22,0,45,75,35,18,9,0,11
2023-01-23,0,47,89,39,27,12,2,16
2023-01-24,0,44,95,42,24,12,0,11
2023-01-25,0,43,90,39,22,12,0,13
2023-01-26,0,43,92,41,24,10,0,11
2023-01-27,0,40,89,44,21,8,0,12
2023-01-28,0,42,85,37,20,9,0,10
2023-01-29,0,42,83,36,17,11,0,10
2023-01-30,0,39,90,37,24,9,0,14
2023-01-31,0,40,82,40,27,11,2,12
2023-02-01,0,37,85,39,25,10,0,13
2023-02-02,0,40,87,40,25,12,0,13
2023-02-03,0,41,95,42,20,9,0,12
2023-02-04,0,41,81,41,16,10,0,10
2023-02-05,0,48,87,36,16,10,0,8
2023-02-06,0,42,95,41,29,12,3,15
2023-02-07,0,40,87,41,29,12,2,11
2023-02-08,0,37,93,39,27,9,2,10
2023-02-09,0,41,81,41,26,11,0,13
2023-02-10,0,37,81,40,18,8,2,10
2023-02-11,0,37,72,38,13,8,0,9
2023-02-12,0,44,79,33,14,10,0,9
2023-02-13,0,40,87,38,24,8,2,13
2023-02-14,0,37,94,43,19,11,0,14
2023-02-15,0,39,85,41,24,9,2,12
2023-02-16,0,38,81,42,25,12,2,12
2023-02-17,0,33,78,37,23,9,0,12
2023-02-18,0,37,71,40,14,8,0,10
2023-02-19,0,47,78,31,18,10,2,9
2023-02-20,0,40,85,38,20,12,2,14
2023-02-21,0,42,88,40,24,13,2,13
2023-02-22,0,38,90,37,23,12,2,11
2023-02-23,0,38,83,39,24,13,0,13
2023-02-24,0,41,91,44,20,9,2,11
2023-02-25,0,36,80,46,14,7,0,8
2023-02-26,0,39,80,34,18,11,0,10
2023-02-27,0,40,82,36,26,11,2,13
2023-02-28,0,36,84,35,30,10,0,13
2023-03-01,0,33,70,38,21,10,0,11
2023-03-02,0,37,88,40,21,10,2,10
2023-03-03,0,36,80,46,22,8,2,12
2023-03-04,0,37,76,38,16,8,2,10
2023-03-05,0,41,68,34,15,8,0,8
2023-03-06,0,42,82,37,25,9,2,14
2023-03-07,0,40,89,39,19,11,2,10
2023-03-08,0,42,75,38,25,8,2,12
2023-03-09,0,44,81,39,26,10,2,10
2023-03-10,0,46,90,47,20,8,2,10
2023-03-11,0,46,79,41,12,8,0,7
2023-03-12,0,47,71,35,17,11,0,8
2023-03-13,0,40,87,39,23,10,2,12
2023-03-14,0,41,83,36,22,10,0,12
2023-03-15,0,45,86,38,27,10,0,12
2023-03-16,0,42,84,38,23,11,2,13
2023-03-17,0,40,91,42,22,9,3,12
2023-03-18,0,36,75,38,16,8,0,7
2023-03-19,0,41,74,29,19,6,0,7
2023-03-20,0,39,80,42,20,6,0,10
2023-03-21,0,49,85,39,17,10,0,10
2023-03-22,0,39,87,43,23,12,2,12
2023-03-23,0,40,87,45,19,11,0,11
2023-03-24,0,42,91,53,22,10,0,11
2023-03-25,0,39,81,51,16,7,0,9
2023-03-26,0,45,81,42,17,10,2,9
2023-03-27,0,40,88,39,26,9,0,11
2023-03-28,0,39,86,40,27,15,2,11
2023-03-29,0,40,87,40,28,10,2,12
2023-03-30,0,45,85,45,26,10,0,11
2023-03-31,0,41,79,42,24,10,2,12
2023-04-01,0,35,83,44,17,8,0,10
2023-04-02,0,44,77,34,17,9,0,9
2023-04-03,0,38,86,38,23,10,2,13
2023-04-04,0,35,77,40,27,9,0,12
2023-04-05,0,42,80,39,30,10,2,12
2023-04-06,0,42,83,34,27,10,2,14
2023-04-07,0,43,80,39,16,8,3,9
2023-04-08,0,35,70,36,15,9,0,9
2023-04-09,0,38,68,35,18,9,2,8
2023-04-10,0,44,78,31,19,10,0,13
2023-04-11,0,37,83,42,30,10,2,12
2023-04-12,0,36,89,39,26,10,2,12
2023-04-13,0,37,82,40,21,11,2,12
2023-04-14,0,35,81,38,23,9,0,12
2023-04-15,0,34,77,34,20,7,0,9
2023-04-16,0,42,82,34,15,8,0,10
2023-04-17,0,41,87,40,28,10,0,12
2023-04-18,0,38,92,36,23,12,0,11
2023-04-19,0,38,85,42,23,10,0,11
2023-04-20,0,42,89,40,22,10,0,13
2023-04-21,0,41,81,36,24,9,2,10
2023-04-22,0,40,74,39,17,8,0,9
2023-04-23,0,41,81,31,17,8,0,9
2023-04-24,0,43,90,41,26,10,0,10
2023-04-25,0,37,86,38,26,9,0,13
2023-04-26,0,43,84,46,24,10,0,10
2023-04-27,0,36,84,44,19,8,0,13
2023-04-28,0,40,91,57,26,12,2,15
2023-04-29,0,35,83,53,20,9,0,6
2023-04-30,0,40,83,37,16,10,0,7
2023-05-01,0,41,71,31,24,15,0,9
2023-05-02,0,45,73,34,24,16,0,11
2023-05-03,0,63,80,35,44,100,3,11
2023-05-04,0,39,80,36,24,16,0,11
2023-05-05,0,36,84,45,22,11,0,11
2023-05-06,0,37,67,33,13,10,0,8
2023-05-07,3,40,68,30,17,11,0,8
2023-05-08,0,39,77,38,26,10,0,10
2023-05-09,0,33,81,35,24,11,0,10
2023-05-10,0,35,80,38,24,7,0,9
2023-05-11,0,34,80,35,23,10,0,9
2023-05-12,0,37,76,35,22,6,0,8
2023-05-13,0,35,60,27,13,9,2,8
2023-05-14,0,38,71,25,14,9,0,6
2023-05-15,0,37,84,33,20,7,0,12
2023-05-16,0,32,81,36,24,7,0,9
2023-05-17,0,32,78,38,22,8,0,8
2023-05-18,0,33,78,36,17,8,0,8
2023-05-19,0,33,76,36,15,8,0,9
2023-05-20,0,34,69,32,17,8,0,7
2023-05-21,0,35,69,29,15,10,0,8
2023-05-22,0,34,78,40,22,10,2,11
2023-05-23,0,35,77,38,25,8,0,11
2023-05-24,0,37,79,33,21,10,0,12
2023-05-25,0,36,77,37,19,10,0,10
2023-05-26,0,40,72,44,21,10,0,11
2023-05-27,0,38,76,37,16,7,0,9
2023-05-28,0,41,66,33,17,11,0,11
2023-05-29,0,38,75,35,25,10,0,12
2023-05-30,0,33,81,33,19,9,2,11
2023-05-31,0,32,73,36,17,9,1,9
2023-06-01,0,36,80,40,22,8,0,8
2023-06-02,0,38,81,36,22,10,0,8
2023-06-03,0,36,65,32,15,8,0,6
2023-06-04,0,41,67,30,16,9,2,7
2023-06-05,0,39,84,37,24,9,0,10
2023-06-06,0,35,77,36,22,9,0,9
2023-06-07,0,44,76,38,23,11,2,9
2023-06-08,0,38,77,38,23,8,0,10
2023-06-09,0,34,85,37,18,9,0,10
2023-06-10,0,35,68,37,17,8,0,8
2023-06-11,0,41,69,27,15,10,2,8
2023-06-12,0,38,77,38,25,11,2,13
2023-06-13,0,39,87,41,25,9,0,10
2023-06-14,0,42,84,43,23,11,2,10
2023-06-15,0,43,77,42,24,12,2,9
2023-06-16,0,47,79,41,23,8,2,8
2023-06-17,0,45,73,42,16,8,0,9
2023-06-18,0,48,71,27,20,9,0,9
2023-06-19,0,43,83,42,35,12,2,13
2023-06-20,0,43,80,35,32,11,2,10
2023-06-21,0,41,82,40,25,11,0,10
2023-06-22,0,48,78,42,28,12,2,10
2023-06-23,0,44,82,42,23,9,2,9
2023-06-24,0,47,85,49,26,12,0,11
2023-06-25,0,51,81,35,22,12,2,10
2023-06-26,0,47,86,44,37,12,0,12
2023-06-27,0,45,89,41,37,12,2,10
2023-06-28,0,41,85,40,32,10,2,10
2023-06-29,0,41,86,43,30,11,2,9
2023-06-30,0,46,88,47,30,9,0,11
2023-07-01,0,43,78,41,20,10,0,10
2023-07-02,0,48,78,42,21,10,2,8
2023-07-03,0,48,90,42,38,14,2,12
2023-07-04,0,44,92,42,31,9,2,9
