date,Lodging,Flight,Hotel,Guest House,Booking,FlySafair,Lift Airline,Car Rental
2022-01-06,0,30,87,43,33,8,0,9
2022-01-07,0,35,95,42,27,8,0,9
2022-01-08,0,35,100,40,23,5,3,8
2022-01-09,0,32,93,36,25,6,0,6
2022-01-10,0,28,81,38,31,7,0,10
2022-01-11,0,26,83,35,38,5,0,9
2022-01-12,0,29,79,33,32,7,0,8
2022-01-13,0,33,88,33,38,6,0,12
2022-01-14,0,32,86,38,30,7,0,6
2022-01-15,0,33,79,35,26,6,0,7
2022-01-16,0,30,78,32,22,6,0,7
2022-01-17,0,38,85,44,37,7,0,10
2022-01-18,0,34,78,33,43,11,0,11
2022-01-19,0,28,82,34,33,7,0,8
2022-01-20,0,35,76,31,38,6,0,11
2022-01-21,0,37,75,32,27,5,0,8
2022-01-22,0,34,76,36,21,4,0,7
2022-01-23,0,33,84,29,17,7,0,9
2022-01-24,0,36,79,34,33,9,1,12
2022-01-25,0,34,76,35,35,8,0,9
2022-01-26,0,29,78,39,30,9,0,8
2022-01-27,0,35,80,35,34,9,0,9
2022-01-28,0,34,86,40,31,7,0,9
2022-01-29,0,32,90,47,23,6,0,8
2022-01-30,0,38,81,36,22,6,0,7
2022-01-31,0,30,72,33,38,7,0,13
2022-02-01,0,27,79,42,43,7,0,11
2022-02-02,0,30,89,38,34,8,0,10
2022-02-03,0,31,77,40,40,8,0,10
2022-02-04,0,35,79,37,32,6,0,11
2022-02-05,0,32,89,37,25,6,0,8
2022-02-06,0,34,74,36,21,7,0,10
2022-02-07,0,29,84,39,32,7,2,11
2022-02-08,0,31,87,40,36,6,0,11
2022-02-09,0,31,90,39,34,8,0,12
2022-02-10,0,29,87,38,31,7,0,11
2022-02-11,0,29,89,39,28,6,0,13
2022-02-12,0,32,89,39,18,5,0,9
2022-02-13,0,32,80,30,17,6,2,9
2022-02-14,0,26,92,42,28,7,0,14
2022-02-15,0,30,76,39,32,7,1,14
2022-02-16,0,28,80,37,27,7,0,12
2022-02-17,0,32,84,37,30,7,1,13
2022-02-18,0,35,88,41,31,6,1,11
2022-02-19,0,37,79,42,20,6,0,9
2022-02-20,0,51,83,35,23,6,1,9
2022-02-21,0,33,88,38,38,10,1,14
2022-02-22,0,42,81,45,32,9,0,13
2022-02-23,0,32,79,37,31,6,1,11
2022-02-24,0,40,74,43,25,8,1,12
2022-02-25,0,34,79,46,25,7,1,10
2022-02-26,0,36,75,43,17,6,0,7
2022-02-27,0,43,76,32,17,9,1,8
2022-02-28,0,38,76,41,29,9,0,11
2022-03-01,0,32,74,36,25,8,1,12
2022-03-02,0,38,79,38,25,8,0,11
2022-03-03,0,34,75,39,26,8,1,11
2022-03-04,0,32,87,46,28,8,0,12
2022-03-05,0,30,77,38,19,6,0,8
2022-03-06,0,45,74,33,20,7,1,9
2022-03-07,0,37,79,43,27,10,1,12
2022-03-08,0,36,82,42,26,9,1,12
2022-03-09,0,34,83,38,28,8,0,12
2022-03-10,0,39,85,43,27,7,1,11
2022-03-11,0,38,88,34,23,7,1,11
2022-03-12,0,38,86,36,22,9,1,9
2022-03-13,0,52,76,30,20,13,3,11
2022-03-14,0,46,83,43,32,16,3,13
2022-03-15,0,43,78,40,32,15,3,14
2022-03-16,0,42,81,42,31,13,2,11
2022-03-17,0,42,87,46,27,12,2,12
2022-03-18,0,39,99,50,27,9,0,11
2022-03-19,0,37,88,55,23,7,0,9
2022-03-20,0,41,89,38,25,8,0,8
2022-03-21,0,47,93,41,21,9,0,10
2022-03-22,0,36,91,42,38,12,2,14
2022-03-23,0,39,84,48,29,10,0,12
2022-03-24,0,44,89,45,28,10,2,10
2022-03-25,0,37,93,43,28,8,1,8
2022-03-26,0,43,87,45,21,8,1,9
2022-03-27,0,42,85,43,22,9,0,9
2022-03-28,0,37,84,41,27,10,1,11
2022-03-29,0,36,80,44,26,10,0,11
2022-03-30,0,35,86,41,26,8,0,11
2022-03-31,0,41,82,47,31,9,1,11
2022-04-01,0,32,82,50,22,6,1,9
2022-04-02,0,31,69,44,16,5,0,7
2022-04-03,0,44,71,36,22,9,0,7
2022-04-04,0,33,77,38,27,9,0,11
2022-04-05,0,37,77,34,28,8,0,11
2022-04-06,0,34,71,36,28,7,0,9
2022-04-07,0,37,86,42,22,11,0,10
2022-04-08,0,39,79,38,21,11,1,10
2022-04-09,0,34,72,39,14,6,0,7
2022-04-10,0,38,72,33,21,6,1,8
2022-04-11,0,31,74,34,22,8,1,12
2022-04-12,0,36,76,36,21,7,1,10
2022-04-13,0,42,67,37,23,8,0,10
2022-04-14,0,36,72,36,21,7,0,9
2022-04-15,0,34,71,34,16,5,1,6
2022-04-16,0,33,87,37,13,4,0,7
2022-04-17,0,38,88,33,17,6,0,7
2022-04-18,0,43,78,33,19,9,0,7
2022-04-19,0,40,74,39,27,8,0,9
2022-04-20,0,36,77,35,22,8,0,9
2022-04-21,0,37,76,38,21,7,1,11
2022-04-22,0,36,79,37,20,8,0,10
2022-04-23,0,34,72,32,14,5,0,7
2022-04-24,0,36,72,29,17,6,0,6
2022-04-25,0,35,81,31,26,7,0,9
2022-04-26,0,35,68,38,22,8,1,10
2022-04-27,0,35,70,33,18,6,0,8
2022-04-28,0,38,76,36,23,8,1,11
2022-04-29,0,36,91,42,20,8,0,9
2022-04-30,0,39,83,50,16,6,0,7
2022-05-01,0,43,73,33,17,6,0,7
2022-05-02,0,40,73,28,20,7,0,9
2022-05-03,0,34,70,34,24,11,2,10
2022-05-04,0,62,77,33,70,100,2,10
2022-05-05,0,39,81,36,28,14,1,11
2022-05-06,0,32,87,37,20,8,0,9
2022-05-07,0,31,72,35,16,7,0,6
2022-05-08,0,33,70,26,14,5,0,6
2022-05-09,0,35,81,33,22,8,0,9
2022-05-10,0,36,80,35,22,8,0,9
2022-05-11,0,30,75,37,20,8,0,10
2022-05-12,0,25,73,35,17,8,0,10
2022-05-13,0,31,76,40,17,7,0,8
2022-05-14,0,34,70,34,15,6,0,5
2022-05-15,0,37,68,29,12,8,0,6
2022-05-16,0,36,81,30,23,9,0,10
2022-05-17,0,35,82,33,21,7,0,10
2022-05-18,0,33,78,37,25,6,0,8
2022-05-19,0,34,73,32,21,8,0,9
2022-05-20,0,34,81,37,16,5,0,6
2022-05-21,0,34,76,35,16,6,0,6
2022-05-22,0,34,71,22,15,6,0,7
2022-05-23,0,36,81,35,20,7,0,9
2022-05-24,0,32,76,34,19,8,0,9
2022-05-25,0,33,70,38,22,7,1,9
2022-05-26,0,33,76,38,19,7,0,7
2022-05-27,0,34,77,38,20,8,0,8
2022-05-28,0,34,77,34,13,6,0,7
2022-05-29,0,36,67,29,14,7,0,8
2022-05-30,0,31,78,32,21,7,0,9
2022-05-31,0,32,76,29,23,7,0,9
2022-06-01,0,45,71,29,25,14,2,9
2022-06-02,0,34,72,32,24,9,0,8
2022-06-03,0,32,82,38,18,7,0,8
2022-06-04,0,35,75,35,15,8,1,6
2022-06-05,0,40,81,33,20,9,0,8
2022-06-06,0,37,86,31,25,9,1,9
2022-06-07,0,32,80,37,23,9,1,7
2022-06-08,0,35,80,36,21,9,0,9
2022-06-09,0,32,78,35,20,10,2,9
2022-06-10,0,32,82,33,19,8,1,9
2022-06-11,0,34,74,34,19,7,0,5
2022-06-12,0,37,81,30,20,9,2,6
2022-06-13,0,35,81,33,28,11,2,10
2022-06-14,0,36,81,37,25,10,1,8
2022-06-15,0,37,71,39,25,8,0,8
2022-06-16,0,40,82,34,19,7,0,7
2022-06-17,0,36,84,36,23,9,0,7
2022-06-18,0,40,77,35,16,7,0,7
2022-06-19,0,36,77,30,20,8,0,7
2022-06-20,0,39,85,39,26,11,2,9
2022-06-21,0,41,77,36,28,10,2,10
2022-06-22,0,35,77,37,24,8,0,9
2022-06-23,0,35,74,36,22,8,0,8
2022-06-24,0,34,78,37,17,8,0,7
2022-06-25,0,41,80,47,18,9,0,7
2022-06-26,0,45,87,33,22,10,2,9
2022-06-27,0,39,83,38,26,9,2,10
2022-06-28,0,39,86,41,23,8,0,10
2022-06-29,0,39,89,38,20,8,1,10
2022-06-30,0,38,82,35,20,8,0,8
2022-07-01,0,43,78,45,17,8,0,7
2022-07-02,0,34,71,38,16,7,0,7
2022-07-03,0,47,78,35,19,8,0,7
2022-07-04,0,40,80,36,28,7,2,10
2022-07-05,0,34,83,38,24,10,2,8
2022-07-06,0,32,75,40,18,8,1,10
