date,Lodging,Flight,Hotel,Guest House,Booking,FlySafair,Lift Airline,Car Rental
2023-09-07,0,21,48,24,11,34,0,40
2023-09-08,0,22,52,23,11,34,0,28
2023-09-09,0,20,42,21,8,26,0,26
2023-09-10,0,24,37,18,12,30,0,22
2023-09-11,0,21,46,21,13,35,0,38
2023-09-12,0,19,48,24,16,39,0,38
2023-09-13,0,20,49,22,13,37,6,41
2023-09-14,0,22,46,23,12,32,0,34
2023-09-15,0,17,48,23,10,30,0,33
2023-09-16,0,19,43,22,9,25,0,27
2023-09-17,0,21,37,17,8,26,0,27
2023-09-18,0,22,50,26,16,39,6,43
2023-09-19,2,20,49,23,14,35,5,38
2023-09-20,0,21,47,24,14,36,0,39
2023-09-21,0,21,48,26,14,33,7,34
2023-09-22,0,21,52,30,13,41,0,38
2023-09-23,0,18,48,28,9,24,0,25
2023-09-24,0,24,44,21,9,30,0,25
2023-09-25,0,25,45,23,11,33,0,30
2023-09-26,0,21,48,25,15,39,6,46
2023-09-27,0,21,49,26,14,33,0,38
2023-09-28,0,23,54,25,13,41,0,40
2023-09-29,0,21,49,27,14,30,0,40
2023-09-30,0,19,47,28,13,29,0,29
2023-10-01,0,25,44,23,12,34,0,30
2023-10-02,0,24,55,25,15,33,0,36
2023-10-03,0,23,45,28,13,32,8,34
2023-10-04,0,20,51,24,16,30,0,36
2023-10-05,0,21,51,24,17,29,5,32
2023-10-06,0,21,53,28,12,26,0,36
2023-10-07,0,22,42,23,11,24,0,32
2023-10-08,0,24,41,21,10,28,0,26
2023-10-09,0,26,48,25,17,34,0,45
2023-10-10,0,20,46,22,13,28,0,37
2023-10-11,0,24,47,25,13,49,5,32
2023-10-12,0,26,46,22,11,37,6,38
2023-10-13,0,24,44,26,11,25,0,40
2023-10-14,0,22,43,21,10,29,0,27
2023-10-15,0,23,35,16,8,31,0,32
2023-10-16,0,21,43,21,12,34,0,36
2023-10-17,0,21,44,21,11,30,0,35
2023-10-18,0,23,45,25,15,34,0,40
2023-10-19,0,20,49,24,14,31,6,42
2023-10-20,0,21,46,24,11,27,0,37
2023-10-21,0,19,34,18,6,22,0,26
2023-10-22,0,24,38,19,6,25,0,32
2023-10-23,0,21,48,21,13,35,7,45
2023-10-24,0,20,46,21,13,29,5,38
2023-10-25,0,20,45,21,15,34,6,40
2023-10-26,0,20,44,24,14,33,0,33
2023-10-27,0,22,43,24,12,31,0,31
2023-10-28,0,18,35,20,8,16,0,24
2023-10-29,0,19,32,17,7,28,0,25
2023-10-30,0,22,41,20,12,35,0,33
2023-10-31,0,21,40,22,12,30,5,37
2023-11-01,0,19,38,22,13,26,0,33
2023-11-02,0,22,42,22,15,35,0,40
2023-11-03,0,20,42,27,12,35,0,38
2023-11-04,0,20,44,23,10,30,0,24
2023-11-05,0,23,43,19,10,33,0,29
2023-11-06,0,19,48,23,16,36,0,31
2023-11-07,0,20,46,20,13,32,0,38
2023-11-08,0,21,40,21,13,25,0,35
2023-11-09,0,23,40,22,11,30,0,35
2023-11-10,0,22,45,24,11,34,0,33
2023-11-11,0,19,39,23,9,32,0,19
2023-11-12,0,23,38,18,11,33,0,30
2023-11-13,0,26,48,23,13,37,8,41
2023-11-14,0,24,44,23,11,33,0,48
2023-11-15,0,21,46,23,14,32,6,31
2023-11-16,0,22,46,25,15,34,0,40
2023-11-17,0,24,55,25,13,32,0,39
2023-11-18,0,25,45,25,11,29,0,31
2023-11-19,0,27,46,18,12,33,0,33
2023-11-20,0,24,51,26,15,39,0,39
2023-11-21,0,24,46,23,15,34,0,45
2023-11-22,0,21,44,24,15,38,8,50
2023-11-23,0,23,47,23,15,37,9,40
2023-11-24,0,24,49,28,13,50,11,35
2023-11-25,0,22,42,27,11,33,7,26
2023-11-26,0,26,41,23,12,44,6,30
2023-11-27,0,23,45,25,15,46,5,37
2023-11-28,0,26,46,27,16,42,8,33
2023-11-29,0,23,46,24,18,37,0,39
2023-11-30,0,24,48,24,17,48,0,46
2023-12-01,0,22,51,30,15,37,0,40
2023-12-02,0,24,44,30,11,36,8,38
2023-12-03,0,29,43,24,13,33,7,35
2023-12-04,0,26,53,24,19,44,5,41
2023-12-05,0,21,47,25,14,32,6,44
2023-12-06,0,20,50,25,15,36,5,44
2023-12-07,0,24,50,26,17,48,0,44
2023-12-08,0,25,47,27,15,34,0,47
2023-12-09,0,25,48,28,12,24,0,33
2023-12-10,0,26,43,23,12,34,0,29
2023-12-11,0,27,50,24,15,38,0,35
2023-12-12,0,24,44,23,17,41,6,47
2023-12-13,0,25,48,27,16,42,9,51
2023-12-14,0,23,47,27,16,39,0,44
2023-12-15,0,26,50,31,15,36,0,51
2023-12-16,0,28,51,25,13,31,0,40
2023-12-17,0,29,46,23,14,30,0,34
2023-12-18,0,27,45,25,17,38,6,53
2023-12-19,0,25,48,26,15,32,8,47
2023-12-20,0,22,46,24,17,30,0,50
2023-12-21,0,30,47,29,16,41,0,58
2023-12-22,0,30,47,26,12,38,0,64
2023-12-23,0,27,47,28,8,35,0,42
2023-12-24,0,26,44,25,11,23,0,26
2023-12-25,0,31,49,24,11,37,0,31
2023-12-26,0,32,52,27,12,33,0,37
2023-12-27,0,29,54,29,15,35,8,47
2023-12-28,0,25,57,28,13,31,0,39
2023-12-29,0,29,55,28,14,30,0,37
2023-12-30,0,25,50,26,12,35,0,27
2023-12-31,0,22,56,25,12,27,8,23
2024-01-01,0,28,53,22,15,40,11,37
2024-01-02,0,30,100,23,17,44,7,50
2024-01-03,0,29,70,21,20,35,0,41
2024-01-04,0,32,65,24,18,43,6,46
2024-01-05,0,26,56,22,19,34,6,39
2024-01-06,0,27,49,21,15,28,0,24
2024-01-07,0,31,51,17,12,31,0,28
2024-01-08,0,26,46,21,18,28,0,41
2024-01-09,0,24,50,20,20,33,0,38
