date,Lodging,Flight,Hotel,Guest House,Booking,FlySafair,Lift Airline,Car Rental
2020-10-03,0,19,65,40,13,22,0,48
2020-10-04,0,22,65,26,10,31,0,45
2020-10-05,0,22,73,35,19,31,0,50
2020-10-06,0,17,74,37,19,26,0,45
2020-10-07,0,17,100,33,20,34,0,51
2020-10-08,0,18,67,31,20,31,0,51
2020-10-09,0,21,68,40,16,21,0,47
2020-10-10,0,17,74,36,13,23,0,40
2020-10-11,0,26,58,26,14,31,0,47
2020-10-12,0,23,64,39,22,34,0,50
2020-10-13,0,17,68,42,24,24,0,50
2020-10-14,0,19,62,32,19,30,0,49
2020-10-15,0,18,62,38,20,33,0,51
2020-10-16,0,17,67,39,16,26,0,46
2020-10-17,0,14,67,33,11,28,0,29
2020-10-18,0,21,61,32,15,27,0,39
2020-10-19,0,22,68,39,25,36,0,49
2020-10-20,0,20,65,42,21,31,0,61
2020-10-21,0,17,63,39,19,25,0,50
2020-10-22,0,18,67,43,15,22,0,53
2020-10-23,0,17,65,40,16,26,0,43
2020-10-24,0,18,75,45,16,26,0,27
2020-10-25,0,24,68,36,15,33,0,39
2020-10-26,0,20,63,37,21,37,0,44
2020-10-27,0,16,65,31,27,27,0,51
2020-10-28,0,15,64,37,17,32,0,36
2020-10-29,0,20,69,42,15,28,0,54
2020-10-30,0,20,71,46,17,28,0,48
2020-10-31,0,17,67,36,12,18,0,33
2020-11-01,0,21,68,32,15,29,0,32
2020-11-02,0,20,63,35,22,31,0,54
2020-11-03,0,20,69,37,19,30,0,49
2020-11-04,0,16,53,30,13,32,0,43
2020-11-05,0,19,54,27,15,30,0,45
2020-11-06,0,20,59,37,18,31,0,42
2020-11-07,0,16,56,32,11,21,0,25
2020-11-08,0,20,58,32,12,27,0,48
2020-11-09,0,25,69,35,23,62,0,50
2020-11-10,0,19,61,39,21,40,11,48
2020-11-11,0,20,62,36,15,31,16,52
2020-11-12,0,20,68,41,20,34,0,53
2020-11-13,0,20,67,39,17,28,7,52
2020-11-14,0,23,70,34,11,22,0,48
2020-11-15,0,24,73,34,13,24,0,47
2020-11-16,0,18,69,37,24,35,6,62
2020-11-17,0,18,72,38,26,33,0,56
2020-11-18,0,24,66,33,19,39,7,59
2020-11-19,0,22,68,38,19,41,0,65
2020-11-20,0,20,77,42,18,30,0,47
2020-11-21,0,21,71,36,13,26,0,40
2020-11-22,0,24,59,29,13,37,0,45
2020-11-23,0,22,71,41,24,45,9,57
2020-11-24,0,20,67,34,21,35,9,59
2020-11-25,0,21,72,35,21,39,0,63
2020-11-26,0,25,59,36,20,38,0,52
2020-11-27,0,28,75,37,18,45,0,69
2020-11-28,0,19,68,39,17,24,0,43
2020-11-29,0,29,72,26,16,30,0,39
2020-11-30,0,23,64,37,20,34,0,60
2020-12-01,0,21,69,36,23,24,6,55
2020-12-02,0,21,71,37,21,31,0,62
2020-12-03,0,22,67,36,17,35,0,68
2020-12-04,0,25,73,43,21,32,0,62
2020-12-05,0,18,72,39,16,37,0,48
2020-12-06,0,28,60,37,18,35,0,46
2020-12-07,0,21,70,36,21,35,0,66
2020-12-08,0,23,67,39,25,24,0,76
2020-12-09,0,27,66,38,18,33,8,68
2020-12-10,0,24,64,39,22,33,15,57
2020-12-11,0,25,66,44,18,26,9,63
2020-12-12,0,24,71,39,15,21,0,57
2020-12-13,0,25,64,31,18,32,17,59
2020-12-14,0,25,61,35,22,31,0,72
2020-12-15,0,23,72,36,17,37,11,64
2020-12-16,0,32,72,40,19,25,9,62
2020-12-17,0,25,70,41,21,31,10,82
2020-12-18,0,24,71,45,16,46,14,75
2020-12-19,0,27,76,46,19,24,0,67
2020-12-20,0,28,68,37,16,33,0,68
2020-12-21,0,33,75,38,21,28,8,100
2020-12-22,0,31,65,33,26,28,0,78
2020-12-23,0,28,56,35,16,27,0,77
2020-12-24,4,34,60,39,12,22,0,65
2020-12-25,0,20,65,34,14,20,0,39
2020-12-26,0,27,72,41,13,22,0,47
2020-12-27,0,27,72,43,12,26,8,48
2020-12-28,0,24,67,39,17,36,0,48
2020-12-29,0,29,65,37,20,27,0,47
2020-12-30,0,27,66,46,15,30,8,43
2020-12-31,0,25,65,35,17,26,0,26
2021-01-01,0,31,68,32,16,32,0,31
2021-01-02,0,31,61,32,15,23,10,29
2021-01-03,0,25,59,28,11,34,8,34
