date,Lodging,Flight,Hotel,Guest House,Booking,FlySafair,Lift Airline,Car Rental
2020-07-03,0,12,35,20,12,6,0,23
2020-07-04,0,13,27,19,8,8,0,12
2020-07-05,0,12,29,15,7,9,0,20
2020-07-06,0,13,33,18,13,13,0,26
2020-07-07,0,10,30,16,10,7,0,24
2020-07-08,0,14,30,17,11,10,0,25
2020-07-09,0,12,31,18,8,7,0,24
2020-07-10,0,12,26,19,10,7,0,17
2020-07-11,0,13,31,17,7,0,0,13
2020-07-12,0,11,30,18,6,0,0,23
2020-07-13,0,11,23,14,12,14,0,26
2020-07-14,0,11,27,17,10,9,0,27
2020-07-15,0,13,23,15,10,8,0,21
2020-07-16,0,16,24,12,8,7,0,18
2020-07-17,0,15,25,16,7,7,0,26
2020-07-18,0,16,27,16,5,0,0,8
2020-07-19,0,14,29,14,4,0,0,14
2020-07-20,0,13,22,17,10,13,0,22
2020-07-21,0,15,29,19,10,7,0,32
2020-07-22,0,11,31,22,11,10,0,24
2020-07-23,0,14,26,16,8,7,0,25
2020-07-24,0,13,29,18,7,10,0,22
2020-07-25,0,13,30,18,8,9,0,21
2020-07-26,0,10,24,17,6,11,0,16
2020-07-27,0,12,26,16,8,11,0,23
2020-07-28,0,12,29,17,10,9,0,22
2020-07-29,0,13,30,17,8,11,0,21
2020-07-30,0,11,38,22,9,15,0,29
2020-07-31,0,15,39,21,11,17,0,21
2020-08-01,0,10,38,21,7,9,0,16
2020-08-02,0,13,36,18,8,11,0,25
2020-08-03,0,13,38,18,12,14,0,30
2020-08-04,0,14,37,20,12,13,0,23
2020-08-05,0,13,34,22,9,15,0,19
2020-08-06,0,12,40,25,6,11,0,19
2020-08-07,0,15,40,21,7,11,0,28
2020-08-08,0,11,39,20,7,10,0,26
2020-08-09,0,15,41,20,7,9,0,19
2020-08-10,0,12,39,20,10,18,0,30
2020-08-11,0,16,43,22,12,13,0,24
2020-08-12,0,14,36,18,12,10,0,22
2020-08-13,0,11,45,19,11,17,0,28
2020-08-14,0,14,42,24,12,11,0,25
2020-08-15,0,14,39,21,11,14,0,15
2020-08-16,0,17,51,25,13,28,0,22
2020-08-17,0,18,51,26,17,28,0,30
2020-08-18,0,15,46,30,16,33,0,31
2020-08-19,0,16,46,33,15,17,0,34
2020-08-20,0,16,50,27,13,27,0,27
2020-08-21,0,16,48,23,9,20,0,25
2020-08-22,0,15,55,27,11,13,0,29
2020-08-23,0,19,58,20,11,16,0,23
2020-08-24,0,19,54,29,13,26,0,38
2020-08-25,0,17,48,30,17,27,0,30
2020-08-26,0,16,50,28,14,27,0,30
2020-08-27,0,15,46,26,15,32,0,33
2020-08-28,0,13,60,25,14,23,0,32
2020-08-29,0,15,49,27,10,13,0,38
2020-08-30,0,20,44,29,10,18,0,26
2020-08-31,0,17,52,24,15,27,0,38
2020-09-01,0,12,50,32,17,28,0,36
2020-09-02,0,15,48,27,16,23,0,37
2020-09-03,0,17,57,31,16,32,0,35
2020-09-04,0,14,55,30,18,28,0,32
2020-09-05,0,14,57,28,11,22,0,27
2020-09-06,0,21,54,31,14,27,0,28
2020-09-07,0,17,48,30,17,20,0,32
2020-09-08,0,14,58,27,16,24,0,31
2020-09-09,0,18,56,32,22,30,0,40
2020-09-10,0,18,55,25,20,32,0,41
2020-09-11,0,19,61,33,17,26,0,31
2020-09-12,0,13,60,28,14,17,0,28
2020-09-13,0,22,61,26,16,22,0,33
2020-09-14,0,17,65,32,28,33,0,55
2020-09-15,0,17,62,37,22,27,0,33
2020-09-16,0,19,56,30,34,31,0,44
2020-09-17,0,21,68,36,21,38,0,49
2020-09-18,0,20,63,29,23,31,0,42
2020-09-19,0,23,70,32,16,28,0,41
2020-09-20,0,20,70,31,15,30,0,42
2020-09-21,0,21,66,36,23,46,0,56
2020-09-22,0,15,67,36,21,33,0,54
2020-09-23,0,20,72,37,20,32,0,61
2020-09-24,0,18,73,37,16,27,0,50
2020-09-25,0,16,73,36,18,33,0,59
2020-09-26,0,24,73,35,15,27,0,36
2020-09-27,0,25,69,32,13,32,0,41
2020-09-28,0,24,65,40,20,27,0,59
2020-09-29,0,21,67,38,19,29,0,48
2020-09-30,0,16,59,32,21,26,0,46
2020-10-01,0,26,70,34,20,27,0,43
2020-10-02,0,23,72,39,18,27,0,48
